,timestamp,location,noise_lat,noise_lon,jiami_location
0,1540828198,"[108.946706, 34.20514]",7.5517548235773795,-7.09045829243384,"[116.49846082357739, 27.11468170756616]"
1,1540828201,"[108.946701, 34.206061]",0.4184383898611901,-5.620057378822475,"[109.3651393898612, 28.586003621177525]"
2,1540828204,"[108.946701, 34.206061]",-0.22328822861830494,-25.157566694740552,"[108.7234127713817, 9.048494305259446]"
3,1540828207,"[108.946711, 34.206566]",-18.274149931874312,8.214030077293236,"[90.67256106812567, 42.42059607729324]"
4,1540828210,"[108.946711, 34.206566]",20.740290127682307,3.8105400534549294,"[129.6870011276823, 38.01710605345493]"
5,1540828213,"[108.946717, 34.206759]",5.91798354012441,2.0446136647703987,"[114.86470054012442, 36.2513726647704]"
6,1540828216,"[108.946717, 34.206759]",4.1853363619742385,3.2520692867699683,"[113.13205336197424, 37.458828286769965]"
7,1540828219,"[108.946717, 34.207242]",-49.766854233014335,12.781583867355153,"[59.17986276698567, 46.98882586735515]"
8,1540828222,"[108.946717, 34.207242]",13.058067986806597,-20.314830788105233,"[122.0047849868066, 13.892411211894768]"
9,1540828225,"[108.946717, 34.208073]",-45.243836110900126,1.9087498852878322,"[63.70288088909988, 36.11682288528783]"
10,1540828228,"[108.946717, 34.208073]",5.040759276129569,-9.554451764858054,"[113.98747627612957, 24.653621235141944]"
11,1540828231,"[108.946722, 34.208331]",13.04136436723945,3.9503580903351643,"[121.98808636723945, 38.158689090335166]"
12,1540828234,"[108.946722, 34.208331]",-3.489959733487792,7.318827983390146,"[105.4567622665122, 41.527158983390144]"
13,1540828237,"[108.946728, 34.209087]",-12.54998210609304,-49.082340139012864,"[96.39674589390695, -14.873253139012867]"
14,1540828240,"[108.946728, 34.209087]",-1.4008506072815516,4.0360491055099175,"[107.54587739271844, 38.245136105509914]"
15,1540828243,"[108.946728, 34.209709]",-8.33939362025298,-7.7887832124165834,"[100.60733437974702, 26.420925787583414]"
16,1540828246,"[108.946728, 34.209709]",6.652933589905993,-3.6751968423341586,"[115.59966158990599, 30.534512157665837]"
17,1540828249,"[108.946722, 34.210321]",8.225114113134676,10.857291640711942,"[117.17183611313467, 45.06761264071194]"
18,1540828252,"[108.946722, 34.210321]",-10.189812925275767,-7.749229959108451,"[98.75690907472423, 26.46109104089155]"
19,1540828255,"[108.946733, 34.211426]",8.969763190909195,-43.166405928986,"[117.91649619090919, -8.954979928985999]"
20,1540828258,"[108.946733, 34.21156]",-1.3373116194077976,0.7318585805394668,"[107.6094213805922, 34.943418580539465]"
21,1540828261,"[108.946733, 34.21156]",3.1058293658527845,2.5437099502808067,"[112.05256236585278, 36.755269950280805]"
22,1540828264,"[108.946733, 34.211753]",19.71848139222655,14.59878754808247,"[128.66521439222655, 48.81054054808247]"
23,1540828267,"[108.946733, 34.211753]",0.6698093553653995,-2.3227740845983833,"[109.6165423553654, 31.88897891540162]"
24,1540828270,"[108.946733, 34.211951]",-8.425551044955363,-25.253115163613373,"[100.52118195504463, 8.958835836386626]"
25,1540828273,"[108.946733, 34.211951]",13.639343055699511,4.502115852595508,"[122.58607605569951, 38.71406685259551]"
26,1540828276,"[108.946738, 34.213169]",-20.098929468571875,-0.8311856144701828,"[88.84780853142811, 33.38198338552982]"
27,1540828279,"[108.946738, 34.213169]",-13.270281063676482,-1.5457933011812184,"[95.67645693632352, 32.66737569881878]"
28,1540828282,"[108.946738, 34.213936]",-1.1853220416202706,-3.8409949053752603,"[107.76141595837973, 30.372941094624736]"
29,1540828285,"[108.946738, 34.213936]",15.591996435370064,31.03814481634612,"[124.53873443537006, 65.25208081634611]"
30,1540828288,"[108.946749, 34.214516]",-2.8757388872427034,6.01591238590999,"[106.07101011275729, 40.230428385909995]"
31,1540828291,"[108.946749, 34.214516]",-0.6702415936615416,0.6927207077879292,"[108.27650740633845, 34.90723670778793]"
32,1540828294,"[108.946749, 34.21531]",-0.5056858026516106,43.585897272777544,"[108.44106319734838, 77.80120727277755]"
33,1540828297,"[108.946749, 34.21531]",4.084938776590835,-0.4137589739982405,"[113.03168777659083, 33.80155102600176]"
34,1540828300,"[108.946754, 34.217139]",-18.573223829543945,-5.482001797169919,"[90.37353017045605, 28.735137202830085]"
35,1540828303,"[108.946754, 34.217139]",-0.5256419251309288,-13.291211092581229,"[108.42111207486907, 20.925927907418775]"
36,1540828306,"[108.946754, 34.217466]",0.8754191990499862,1.9083947039053837,"[109.82217319904998, 36.12586070390539]"
37,1540828309,"[108.946754, 34.217466]",-15.334749891861323,-3.024570470190689,"[93.61200410813868, 31.192895529809313]"
38,1540828312,"[108.946813, 34.218196]",8.705940357630599,10.307157115452386,"[117.6527533576306, 44.52535311545238]"
39,1540828315,"[108.946813, 34.218255]",0.692320410507768,0.9264985611936953,"[109.63913341050777, 35.144753561193696]"
40,1540828318,"[108.946835, 34.218512]",25.73091993499988,3.9893683513645057,"[134.67775493499988, 38.2078803513645]"
41,1540828321,"[108.946835, 34.218512]",-0.03799277145561471,-4.303814577732365,"[108.90884222854437, 29.914697422267633]"
42,1540828324,"[108.946851, 34.218941]",-2.0579108547420235,-6.21662538272616,"[106.88894014525798, 28.00231561727384]"
43,1540828327,"[108.946851, 34.218941]",11.12975590914387,-6.316452320708388,"[120.07660690914386, 27.902488679291615]"
44,1540828330,"[108.946856, 34.219156]",2.1301110460630395,-2.9680449508640017,"[111.07696704606303, 31.251111049135996]"
45,1540828333,"[108.946856, 34.219156]",-12.03511690847121,3.7672527379247533,"[96.91173909152879, 37.98640873792475]"
46,1540828336,"[108.946872, 34.220309]",5.338744117767194,4.752054085761757,"[114.28561611776719, 38.97236308576176]"
47,1540828339,"[108.946872, 34.220309]",-21.411627425975,-0.334377709657444,"[87.535244574025, 33.885931290342555]"
48,1540828342,"[108.946872, 34.220427]",1.357742487258721,-0.29804771558978416,"[110.30461448725872, 33.92237928441022]"
49,1540828345,"[108.946872, 34.220427]",-2.19375239917467,-15.367552008867696,"[106.75311960082533, 18.852874991132303]"
50,1540828348,"[108.946867, 34.220926]",6.656978526615871,1.5719147999265806,"[115.60384552661587, 35.79284079992658]"
51,1540828351,"[108.946867, 34.220926]",-22.849391784585073,8.94359999632147,"[86.09747521541493, 43.16452599632147]"
52,1540828354,"[108.946867, 34.22135]",14.064575445200267,20.549499898936382,"[123.01144244520026, 54.77084989893638]"
53,1540828357,"[108.946867, 34.22135]",3.1514060606103085,32.807816293663635,"[112.09827306061031, 67.02916629366364]"
54,1540828360,"[108.946856, 34.221956]",-1.6535139167183854,1.4390051944425573,"[107.29334208328162, 35.66096119444256]"
55,1540828363,"[108.946856, 34.221956]",11.823208932015945,5.741432670034557,"[120.77006493201594, 39.963388670034554]"
56,1540828366,"[108.946851, 34.222412]",0.7367322234754183,3.4443300686991507,"[109.68358322347541, 37.66674206869915]"
57,1540828369,"[108.946846, 34.222782]",9.801704516944188,-2.9293070235111305,"[118.74855051694418, 31.293474976488874]"
58,1540828372,"[108.946846, 34.222927]",-8.614088937296987,-3.328571514420273,"[100.33275706270301, 30.894355485579727]"
59,1540828375,"[108.946846, 34.223222]",12.65924635004517,-0.183314692158132,"[121.60609235004516, 34.039907307841865]"
60,1540828378,"[108.946846, 34.223222]",4.046465555001865,-2.4106457284848917,"[112.99331155500185, 31.81257627151511]"
61,1540828381,"[108.946856, 34.224338]",-13.55989929257744,5.266972652134373,"[95.38695670742256, 39.49131065213437]"
62,1540828384,"[108.946856, 34.224359]",1.6645943245183916,17.186636266204175,"[110.61145032451839, 51.410995266204175]"
63,1540828387,"[108.946862, 34.224633]",3.2377785440423317,25.86243035645233,"[112.18464054404232, 60.087063356452326]"
64,1540828390,"[108.946862, 34.224633]",3.340408630590071,3.22017062510917,"[112.28727063059007, 37.44480362510917]"
65,1540828393,"[108.946867, 34.225223]",-7.164376336953103,10.540966126239319,"[101.7824906630469, 44.76618912623932]"
66,1540828396,"[108.946867, 34.225223]",19.358656747407228,-0.9254566061606826,"[128.30552374740722, 33.29976639383932]"
67,1540828399,"[108.946872, 34.225481]",1.0873226180444604,10.29868858131708,"[110.03419461804447, 44.52416958131708]"
68,1540828402,"[108.946872, 34.225481]",0.7972464462678679,1.019384517915771,"[109.74411844626786, 35.24486551791577]"
